V;A1;A2;A3
-0,396142;-50,0572;-48,748;-48,9586
-0,398138;-49,9382;-48,629;-48,8304
-0,400135;-49,8192;-48,51;-48,7205
-0,398138;-49,6086;-48,3177;-48,5191
-0,396142;-49,4347;-48,1529;-48,3543
-0,394145;-49,2699;-47,9881;-48,1987
-0,392149;-49,1051;-47,8416;-48,043
-0,390152;-48,9586;-47,686;-47,8965
-0,388156;-48,8029;-47,5486;-47,7501
-0,38616;-48,6564;-47,4022;-47,6036
-0,384163;-48,51;-47,2648;-47,4571
-0,382167;-48,3726;-47,1275;-47,3289
-0,38017;-48,2353;-46,9902;-47,1916
-0,378174;-48,098;-46,862;-47,0542
-0,376177;-47,9606;-46,7338;-46,9169
-0,374181;-47,8233;-46,5965;-46,7887
-0,372184;-47,686;-46,4683;-46,6606
-0,370188;-47,5578;-46,3401;-46,5415
-0,368191;-47,4296;-46,2119;-46,4134
-0,366195;-47,3014;-46,0929;-46,2852
-0,364199;-47,1733;-45,9648;-46,1662
-0,362202;-47,0451;-45,8457;-46,0472
-0,360206;-46,9261;-45,7176;-45,919
-0,358209;-46,7979;-45,5985;-45,8
-0,356213;-46,6789;-45,4795;-45,6809
-0,354216;-46,5599;-45,3605;-45,5619
-0,35222;-46,4408;-45,2415;-45,4429
-0,350223;-46,3218;-45,1225;-45,333
-0,348227;-46,2028;-45,0034;-45,214
-0,346231;-46,0838;-44,8936;-45,1041
-0,344234;-45,9648;-44,7745;-44,9851
-0,342238;-45,8457;-44,6647;-44,8753
-0,340241;-45,7359;-44,5548;-44,7654
-0,338245;-45,626;-44,4358;-44,6555
-0,336248;-45,507;-44,3259;-44,5457
-0,334252;-45,3971;-44,2161;-44,4358
-0,332255;-45,2873;-44,1062;-44,3259
-0,330259;-45,1774;-43,9963;-44,2161
-0,328262;-45,0675;-43,8956;-44,1154
-0,326266;-44,9577;-43,7858;-44,0146
-0,32427;-44,8478;-43,6759;-43,9048
-0,322273;-44,7471;-43,5752;-43,8041
-0,320277;-44,6372;-43,4653;-43,7034
-0,31828;-44,5274;-43,3646;-43,5935
-0,316284;-44,4266;-43,2547;-43,4928
-0,314287;-44,3259;-43,154;-43,3921
-0,312291;-44,2161;-43,0533;-43,2914
-0,310294;-44,1154;-42,9526;-43,1907
-0,308298;-44,0055;-42,8519;-43,09
-0,306302;-43,9048;-42,7512;-42,9984
-0,304305;-43,8041;-42,6505;-42,8977
-0,302309;-43,7034;-42,5498;-42,797
-0,300312;-43,6027;-42,4582;-42,6963
-0,298316;-43,5019;-42,3575;-42,6047
-0,296319;-43,4104;-42,2568;-42,504
-0,294323;-43,3097;-42,1653;-42,4033
-0,292326;-43,209;-42,0645;-42,3117
-0,29033;-43,1174;-41,973;-42,2202
-0,288333;-43,0167;-41,8814;-42,1195
-0,286337;-42,916;-41,7807;-42,0279
-0,284341;-42,8244;-41,6892;-41,9272
-0,282344;-42,7329;-41,5976;-41,8357
-0,280348;-42,6322;-41,5061;-41,7441
-0,278351;-42,5406;-41,4054;-41,6526
-0,276355;-42,4491;-41,3138;-41,561
-0,274358;-42,3575;-41,2314;-41,4694
-0,272362;-42,2568;-41,1307;-41,387
-0,270365;-42,1653;-41,0483;-41,2955
-0,268369;-42,0737;-40,9476;-41,2039
-0,266373;-41,9821;-40,8652;-41,1124
-0,264376;-41,8906;-40,7736;-41,0208
-0,26238;-41,799;-40,6821;-40,9384
-0,260383;-41,7075;-40,5997;-40,8469
-0,258387;-41,6251;-40,5081;-40,7645
-0,25639;-41,5335;-40,4257;-40,6821
-0,254394;-41,4511;-40,3342;-40,5905
-0,252397;-41,3596;-40,2518;-40,5081
-0,250401;-41,268;-40,1694;-40,4166
-0,248404;-41,1856;-40,0778;-40,3342
-0,246408;-41,0941;-39,9954;-40,2518
-0,244412;-41,0117;-39,9039;-40,1602
-0,242415;-40,9293;-39,8215;-40,0778
-0,240419;-40,8377;-39,7391;-39,9954
-0,238422;-40,7553;-39,6475;-39,913
-0,236426;-40,6638;-39,5651;-39,8306
-0,234429;-40,5814;-39,4827;-39,7391
-0,232433;-40,499;-39,4095;-39,6658
-0,230436;-40,4074;-39,3179;-39,5743
-0,22844;-40,325;-39,2447;-39,4919
-0,226444;-40,2426;-39,1531;-39,4186
-0,224447;-40,1602;-39,0707;-39,3362
-0,222451;-40,0778;-38,9975;-39,2538
-0,220454;-39,9954;-38,9059;-39,1714
-0,218458;-39,913;-38,8327;-39,089
-0,216461;-39,8306;-38,7594;-39,0066
-0,214465;-39,7482;-38,677;-38,9334
-0,212468;-39,6658;-38,6038;-38,8418
-0,210472;-39,5834;-38,5122;-38,7686
-0,208475;-39,501;-38,4298;-38,6862
-0,206479;-39,4186;-38,3566;-38,613
-0,204483;-39,3454;-38,2834;-38,5306
-0,202486;-39,263;-38,2101;-38,4573
-0,20049;-39,1806;-38,1369;-38,3749
-0,198493;-39,0982;-38,0545;-38,3017
-0,196497;-39,0249;-37,9812;-38,2193
-0,1945;-38,9425;-37,8988;-38,146
-0,192504;-38,8602;-37,8256;-38,0636
-0,190507;-38,7869;-37,7432;-37,9812
-0,188511;-38,7045;-37,6791;-37,908
-0,186515;-38,6221;-37,5967;-37,8347
-0,184518;-38,5489;-37,5143;-37,7523
-0,182522;-38,4665;-37,4319;-37,6791
-0,180525;-38,3841;-37,3495;-37,5967
-0,178529;-38,3108;-37,2671;-37,5235
-0,176532;-38,2376;-37,1939;-37,4411
-0,174536;-38,1552;-37,1115;-37,3678
-0,172539;-38,0728;-37,0474;-37,2946
-0,170543;-37,9995;-36,965;-37,2122
-0,168546;-37,9171;-36,8917;-37,1389
-0,16655;-37,8439;-36,8093;-37,0657
-0,164554;-37,7707;-36,7269;-36,9924
-0,162557;-37,6883;-36,6629;-36,9192
-0,160561;-37,615;-36,5805;-36,846
-0,158564;-37,5326;-36,5072;-36,7636
-0,156568;-37,4502;-36,434;-36,6903
-0,154571;-37,377;-36,3607;-36,6171
-0,152575;-37,2946;-36,2875;-36,5438
-0,150578;-37,2213;-36,2142;-36,4614
-0,148582;-37,1389;-36,1318;-36,3882
-0,146586;-37,0657;-36,0586;-36,3149
-0,144589;-36,9924;-35,9854;-36,2417
-0,142593;-36,91;-35,9121;-36,1685
-0,140596;-36,8368;-35,8389;-36,0861
-0,1386;-36,7544;-35,7656;-36,0128
-0,136603;-36,6812;-35,6924;-35,9396
-0,134607;-36,6079;-35,61;-35,8663
-0,13261;-36,5255;-35,5367;-35,7931
-0,130614;-36,4523;-35,4543;-35,7198
-0,128617;-36,3699;-35,3811;-35,6466
-0,126621;-36,2966;-35,3079;-35,5734
-0,124625;-36,2142;-35,2346;-35,491
-0,122628;-36,141;-35,1614;-35,4177
-0,120632;-36,0586;-35,0698;-35,3445
-0,118635;-35,9854;-34,9966;-35,2621
-0,116639;-35,9121;-34,9142;-35,1888
-0,114642;-35,8297;-34,8409;-35,1156
-0,112646;-35,7473;-34,7677;-35,0332
-0,110649;-35,6741;-34,6944;-34,9599
-0,108653;-35,5917;-34,612;-34,8775
-0,106657;-35,5184;-34,5296;-34,8043
-0,10466;-35,436;-34,4564;-34,7219
-0,102664;-35,3536;-34,374;-34,6487
-0,100667;-35,2712;-34,2824;-34,5663
-0,0986707;-35,1888;-34,2092;-34,4839
-0,0966743;-35,1156;-34,136;-34,4106
-0,0946778;-35,0332;-34,0536;-34,3282
-0,0926814;-34,9416;-33,9712;-34,2458
-0,0906849;-34,8592;-33,8796;-34,1634
-0,0886885;-34,7768;-33,7972;-34,081
-0,086692;-34,6944;-33,724;-33,9986
-0,0846956;-34,612;-33,6324;-33,9162
-0,0826991;-34,5205;-33,5592;-33,8338
-0,0807027;-34,4381;-33,4676;-33,7514
-0,0787062;-34,3465;-33,3852;-33,6599
-0,0767098;-34,2641;-33,2937;-33,5775
-0,0747133;-34,1726;-33,2113;-33,4859
-0,0727169;-34,081;-33,1289;-33,3944
-0,0707204;-33,9895;-33,0282;-33,3028
-0,068724;-33,8888;-32,9366;-33,2021
-0,0667275;-33,8064;-32,845;-33,1197
-0,0647311;-33,7148;-32,7535;-33,0282
-0,0627346;-33,6141;-32,6528;-32,9274
-0,0607382;-33,5225;-32,5521;-32,8267
-0,0587417;-33,4127;-32,4514;-32,7352
-0,0567453;-33,3211;-32,3507;-32,6345
-0,0547488;-33,2204;-32,2499;-32,5246
-0,0527524;-33,1106;-32,1401;-32,4239
-0,0507559;-33,0098;-32,0302;-32,314
-0,0487595;-32,8908;-31,9295;-32,2042
-0,046763;-32,7901;-31,8105;-32,0943
-0,0447666;-32,6711;-31,7006;-31,9753
-0,0427701;-32,5612;-31,5816;-31,8563
-0,0407737;-32,4422;-31,4626;-31,7372
-0,0387772;-32,314;-31,3344;-31,6091
-0,0367808;-32,195;-31,2062;-31,4809
-0,0347843;-32,0668;-31,078;-31,3527
-0,0327879;-31,9387;-30,9499;-31,2154
-0,0307914;-31,8105;-30,8125;-31,078
-0,028795;-31,664;-30,6661;-30,9316
-0,0267985;-31,5267;-30,5196;-30,7851
-0,0248021;-31,3802;-30,3639;-30,6294
-0,0228056;-31,2337;-30,2083;-30,4646
-0,0208092;-31,078;-30,0343;-30,2907
-0,0188127;-30,9224;-29,8787;-30,1259
-0,0168163;-30,7576;-29,6956;-29,9611
-0,0148198;-30,5837;-29,5125;-29,7688
-0,0128234;-30,4005;-29,3202;-29,5857
-0,0108269;-30,2174;-29,1279;-29,3843
-0,00883045;-30,0252;-28,9265;-29,1737
-0,006834;-29,8329;-28,716;-28,9631
-0,00483755;-29,6132;-28,4779;-28,7251
-0,0028411;-29,4301;-28,2673;-28,5054
-0,000844653;-29,2012;-28,0201;-28,2582
0,0011518;-28,9723;-27,7729;-28,011
0,00314825;-28,7434;-27,5074;-27,7455
0,0051447;-28,4779;-27,2328;-27,4617
0,00714115;-28,2307;-26,9581;-27,1778
0,0091376;-27,9561;-26,656;-26,8757
0,011134;-27,6722;-26,3447;-26,5553
0,0131305;-27,3793;-26,0243;-26,244
0,0151269;-27,0588;-25,6764;-25,8869
0,0171234;-26,7384;-25,3193;-25,5299
0,0191198;-26,3996;-24,9439;-25,1453
0,0211163;-26,0609;-24,5777;-24,7608
0,0231127;-25,6947;-24,1657;-24,3488
0,0251092;-25,301;-23,7354;-23,9002
0,0271056;-24,889;-23,2776;-23,4424
0,0291021;-24,4678;-22,8199;-22,9755
0,0310985;-24,0375;-22,3438;-22,4811
0,033095;-23,5706;-21,8311;-21,9684
0,0350914;-23,0854;-21,2909;-21,4099
0,0370879;-22,5818;-20,7416;-20,8423
0,0390843;-22,0417;-20,1465;-20,238
0,0410808;-21,5015;-19,5605;-19,6338
0,0430772;-20,9247;-18,9105;-18,9654
0,0450737;-20,3113;-18,2422;-18,2788
0,0470701;-19,6887;-17,5463;-17,5647
0,0490666;-19,0112;-16,8048;-16,8048
0,051063;-18,3337;-16,0632;-16,0357
0,0530595;-17,6196;-15,285;-15,23
0,0550559;-16,8688;-14,4518;-14,3786
0,0570524;-16,0906;-13,6187;-13,5088
0,0590488;-15,2667;-12,7123;-12,5841
0,0610453;-14,461;-11,8334;-11,6869
0,0630418;-13,5821;-10,8812;-10,7073
0,0650382;-12,6665;-9,90158;-9,691
0,0670347;-11,7235;-8,88533;-8,63813
0,0690311;-10,7439;-7,83246;-7,54864
0,0710276;-9,73678;-6,76127;-6,44999
0,073024;-8,70222;-5,64431;-5,30556
0,0750205;-7,60357;-4,46326;-4,09705
0,0770169;-6,49577;-3,0016;-2,56947
0,0790134;-5,31472;-1,79126;-1,32616
0,0810098;-4,12451;-0,565347;-0,0627146
0,0830063;-2,59968;0,738384;1,27764
0,0850027;-1,37194;2,07416;2,66285
0,0869992;-0,0856031;3,44564;4,08194
0,0889956;1,26024;4,87572;5,55138
0,0909921;2,66102;6,3415;7,06203
0,0929885;4,06729;7,80911;8,57816
0,094985;5,52758;9,33349;10,1483
0,0969814;7,03456;10,8972;11,7633
0,0989779;8,57908;12,4976;13,4113
0,100974;10,1456;14,1144;15,0794
0,102971;11,7697;15,7899;16,8061
0,104967;13,4086;17,4754;18,5374
0,106964;15,1252;19,2305;20,3447
0,10896;16,8144;20,9627;22,1282
0,110957;18,5686;22,7517;23,9693
0,112953;20,3841;24,5965;25,8654
0,114949;22,1923;26,4349;27,7551
0,116946;24,049;28,3127;29,6223
0,118942;25,9185;30,1534;31,5175
0,120939;27,8228;32,0211;33,4676
0,122935;29,7871;34,0261;35,5459
0,124932;31,6548;35,9487;37,5235
0,126928;33,6599;37,9538;39,5926
0,128925;35,6649;39,9771;41,6617
0,130921;37,7157;42,0096;43,7675
0,132918;39,8123;44,1062;45,919
0,134914;41,8997;46,1753;48,0339
0,13691;44,0238;48,2628;50,1946
0,138907;46,157;50,3777;52,3644
0,140903;48,2719;52,4651;54,5068
0,1429;50,4875;54,6532;56,7407
0,144896;52,6848;56,7956;58,9563
0,146893;54,9187;58,9746;61,181
0,148889;57,0977;61,117;63,3783
0,150886;59,3317;63,2959;65,594
0,152882;61,593;65,4932;67,8462
0,154878;63,8819;67,7089;70,1259
0,156875;66,125;69,8878;72,3507
0,158871;68,3589;72,0394;74,548
0,160868;70,6294;74,2275;76,791
0,162864;72,9549;76,4706;79,0616
0,164861;75,2255;78,6404;81,2955
0,166857;77,5235;80,8377;83,5386
0,168854;79,7574;82,9801;85,7084
0,17085;82,0829;85,1774;87,9423
0,172847;84,3351;87,3198;90,1213
0,174843;86,6056;89,4713;92,3095
0,176839;88,8945;91,6411;94,5068
0,178836;91,0826;93,7102;96,6033
0,180832;93,3165;95,8068;98,7274
0,182829;95,5596;97,9034;100,851
0,184825;97,7569;99,9542;102,93
0,186822;100,018;102,06;105,063
0,188818;102,106;104,001;107,022
0,190815;104,257;106,006;109,036
0,192811;106,39;107,965;111,014
0,194807;108,505;109,906;112,973
0,196804;110,611;111,829;114,914
0,1988;112,616;113,66;116,745
0,200797;114,63;115,482;118,567
0,202793;116,654;117,322;120,407
0,20479;118,567;119,034;122,119
0,206786;120,517;120,774;123,859
0,208783;122,376;122,422;125,498
0,210779;124,225;124,051;127,118
0,212776;126,001;125,608;128,656
0,214772;127,75;127,137;130,167
0,216768;129,453;128,602;131,614
0,218765;131,119;130,039;133,024
0,220761;132,703;131,366;134,324
0,222758;134,241;132,676;135,578
0,224754;135,743;133,912;136,786
0,226751;137,18;135,102;137,922
0,228747;138,553;136,219;138,975
0,230744;139,89;137,272;139,982
0,23274;141,108;138,233;140,87
0,234736;142,344;139,185;141,767
0,236733;143,433;140;142,499
0,238729;144,486;140,751;143,186
0,240726;145,484;141,465;143,818
0,242722;146,4;142,078;144,349
0,244719;147,233;142,618;144,807
0,246715;147,984;143,067;145,164
0,248712;148,661;143,442;145,438
0,250708;149,339;143,799;145,704
0,252705;149,805;143,964;145,768
0,254701;150,272;144,129;145,832
0,256697;150,62;144,157;145,768
0,258694;150,904;144,138;145,649
0,26069;151,151;144,083;145,475
0,262687;151,252;143,873;145,173
0,264683;151,316;143,626;144,816
0,26668;151,289;143,305;144,385
0,268676;151,151;142,875;143,854
0,270673;150,986;142,426;143,296
0,272669;150,721;141,877;142,646
0,274665;150,401;141,291;141,95
0,276662;149,961;140,586;141,154
0,278658;149,476;139,854;140,32
0,280655;148,945;139,075;139,451
0,282651;148,35;138,251;138,535
0,284648;147,663;137,345;137,537
0,286644;146,903;136,384;136,503
0,288641;146,116;135,404;135,45
0,290637;145,292;134,406;134,379
0,292634;144,395;133,353;133,262
0,29463;143,479;132,319;132,154
0,296626;142,463;131,183;130,954
0,298623;141,465;130,112;129,828
0,300619;140,421;128,995;128,666
0,302616;139,35;127,887;127,503
0,304612;138,27;126,77;126,34
0,306609;137,116;125,599;125,141
0,308605;135,981;124,427;123,951
0,310602;134,827;123,255;122,751
0,312598;133,655;122,092;121,552
0,314594;132,511;120,948;120,389
0,316591;131,284;119,739;119,171
0,318587;130,103;118,585;118,009
0,320584;128,931;117,441;116,846
0,32258;127,75;116,306;115,702
0,324577;126,587;115,18;114,575
0,326573;125,397;114,063;113,44
0,32857;124,244;112,955;112,341
0,330566;123,099;111,875;111,252
0,332563;121,946;110,794;110,181
0,334559;120,829;109,741;109,128
0,336555;119,693;108,698;108,084
0,338552;118,576;107,672;107,068
0,340548;117,478;106,665;106,07
0,342545;116,388;105,676;105,081
0,344541;115,326;104,706;104,12
0,346538;114,273;103,754;103,177
0,348534;113,23;102,811;102,234
0,350531;112,195;101,886;101,328
0,352527;111,197;100,98;100,43
0,354523;110,208;100,101;99,5514
0,35652;109,229;99,2218;98,6816
0,358516;108,267;98,3612;97,8393
0,360513;107,324;97,5189;97,0062
0,362509;106,409;96,7041;96,1913
0,364506;105,493;95,8801;95,3857
0,366502;104,596;95,0927;94,5983
0,368499;103,726;94,3145;93,8384
0,370495;102,866;93,5454;93,0694
0,372492;102,014;92,7947;92,3278
0,374488;101,181;92,0531;91,6045
0,376484;100,366;91,3298;90,8812
0,378481;99,5789;90,6249;90,1946
0,380477;98,7732;89,9107;89,4896
0,382474;98,0041;89,2332;88,8212
0,38447;97,2442;88,5557;88,1529
0,386467;96,5026;87,8965;87,5029
0,388463;95,7702;87,2465;86,862
0,39046;95,0469;86,6056;86,2303
0,392456;94,342;85,9831;85,6168
0,394452;93,6553;85,3696;85,0034
0,396449;92,9595;84,7562;84,4083
0,398445;92,2911;84,1703;83,8224
0,400442;91,632;83,5843;83,2456
0,402438;90,9911;83,0167;82,6871
0,404435;90,3502;82,4399;82,1286
0,406431;89,7185;81,8906;81,5793
0,408428;89,1051;81,3413;81,0391
0,410424;88,5008;80,8103;80,5173
0,412421;87,9057;80,2792;79,9954
0,414417;87,3198;79,7574;79,4736
0,416413;86,743;79,2447;78,97
0,41841;86,1845;78,7411;78,4756
0,420406;85,626;78,2467;77,9904
0,422403;85,0767;77,7615;77,5051
0,424399;84,5274;77,2763;77,0291
0,426396;84,0055;76,8093;76,5713
0,428392;83,4836;76,3424;76,1135
0,430389;82,9618;75,8846;75,6558
0,432385;82,4674;75,436;75,2163
0,434381;81,9638;74,9874;74,7677
0,436378;81,4694;74,548;74,3374
0,438374;80,9842;74,1176;73,9071
0,440371;80,5081;73,6965;73,4859
0,442367;80,0412;73,2753;73,0739
0,444364;79,5743;72,8634;72,6711
0,44636;79,1165;72,4514;72,2683
0,448357;78,6679;72,0577;71,8746
0,450353;78,2284;71,6548;71,4809
0,45235;77,7981;71,2703;71,0964
0,454346;77,3587;70,8766;70,7118
0,456342;76,9375;70,5013;70,3456
0,458339;76,5255;70,1259;69,9702
0,460335;76,1044;69,7597;69,604
0,462332;75,7015;69,3935;69,247
0,464328;75,2987;69,0364;68,8899
0,466325;74,905;68,6793;68,542
0,468321;74,5113;68,3314;68,1941
0,470318;74,1268;67,9835;67,8553
0,472314;73,7423;67,6448;67,5166
0,47431;73,3761;67,3152;67,187
0,476307;73,0007;66,9764;66,8574
0,478303;72,6345;66,656;66,537
0,4803;72,2683;66,3355;66,2165
0,482296;71,9203;66,0151;65,9052
0,484293;71,5633;65,7038;65,5848
0,486289;71,2154;65,3925;65,2827
0,488286;70,8766;65,0813;64,9714
0,490282;70,5379;64,7883;64,6784
0,492279;70,1991;64,4862;64,3763
0,494275;69,8695;64,184;64,0833
0,496271;69,5399;63,9002;63,7995
0,498268;69,2195;63,6072;63,5065
0,500264;68,8991;63,3143;63,2227
0,502261;68,5878;63,0304;62,948
0,504257;68,2765;62,7558;62,6642
0,506254;67,9744;62,472;62,3987
0,50825;67,6631;62,1973;62,1241
0,510247;67,361;61,9318;61,8585
0,512243;67,068;61,6571;61,593
0,514239;66,775;61,4008;61,3275
0,516236;66,4912;61,1353;61,0712
0,518232;66,1982;60,8789;60,8148
0,520229;65,9144;60,6226;60,5585
0,522225;65,6397;60,3754;60,3113
0,524222;65,3651;60,119;60,0641
0,526218;65,0904;59,8718;59,8169
0,528215;64,8157;59,6338;59,5789
0,530211;64,5502;59,3866;59,3408
0,532208;64,2847;59,1485;59,0936
0,534204;64,0192;58,9105;58,8647
0,5362;63,7629;58,6816;58,6358
0,538197;63,5065;58,4436;58,3978
0,540193;63,2502;58,2238;58,1781
0,54219;63,003;57,9858;57,9492
0,544186;62,7558;57,7661;57,7203
0,546183;62,5086;57,5463;57,5097
0,548179;62,2705;57,3266;57,29
0,550176;62,0233;57,1069;57,0703
0,552172;61,7853;56,8963;56,8505
0,554168;61,5473;56,6857;56,6491
0,556165;61,3184;56,466;56,4294
0,558161;61,0895;56,2554;56,228
0,560158;60,8606;56,054;56,0174
0,562154;60,6317;55,8434;55,816
0,564151;60,412;55,642;55,6146
0,566147;60,1831;55,4406;55,4131
0,568144;59,9725;55,2392;55,2117
0,57014;59,7528;55,0469;55,0195
0,572137;59,5331;54,8455;54,8272
0,574133;59,3225;54,6532;54,6349
0,576129;59,1119;54,461;54,4427
0,578126;58,9014;54,2687;54,2504
0,580122;58,6908;54,0856;54,0673
0,582119;58,4894;53,9025;53,875
0,584115;58,2879;53,7102;53,6919
0,586112;58,0865;53,5271;53,518
0,588108;57,8851;53,344;53,3349
0,590105;57,6837;53,1701;53,1609
0,592101;57,4914;52,9961;52,9778
0,594097;57,2992;52,813;52,8038
0,596094;57,1069;52,639;52,6299
0,59809;56,9146;52,4651;52,4559
0,600087;56,7315;52,2911;52,2911
0,602083;56,5393;52,1172;52,1172
0,60408;56,3561;51,9524;51,9524
0,606076;56,173;51,7876;51,7876
0,608073;55,9899;51,6136;51,6228
0,610069;55,8068;51,458;51,458
0,612066;55,6329;51,2932;51,2932
0,614062;55,4589;51,1376;51,1376
0,616058;55,2758;50,9728;50,9819
0,618055;55,111;50,808;50,8171
0,620051;54,9371;50,6615;50,6615
0,622048;54,7631;50,5058;50,5058
0,624044;54,5983;50,3502;50,3593
0,626041;54,4335;50,1946;50,2037
0,628037;54,2687;50,0481;50,0572
0,630034;54,1039;49,8924;49,9107
0,63203;53,9391;49,7459;49,7551
0,634026;53,7835;49,5995;49,6086
0,636023;53,6187;49,453;49,4621
0,638019;53,463;49,3065;49,3248
0,640016;53,3074;49,1691;49,1783
0,642012;53,1518;49,0227;49,041
0,644009;52,9961;48,8853;48,8945
0,646005;52,8405;48,748;48,7572
0,648002;52,694;48,6015;48,6198
0,649998;52,5383;48,4733;48,4916
